Source,Period,Validation rule,Importance,Left side description,Value,Operator,Value,Right side description
Mokandoh CHP,September 2020,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Opening Balance (A) + LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Received (B) + LMIS_REP_H Depot Medroxyprogestrone Acetate"
Mokandoh CHP,September 2020,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons - Opening Balance (A) + LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Received (B) + LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Es"
Mokandoh CHP,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D)",290.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Losses"
Mokandoh CHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D)",88.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Losses / Adjus"
Mokandoh CHP,September 2020,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Surgical Spirit 98%, Solution - Opening Balance (A) + LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Received (B) + LMIS_EM&CONS Surgical Spirit 98%, Solution - Losses / Adjustments (C)"
Mokandoh CHP,September 2020,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D)",120.0,<=,0.0,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Opening Balance (A) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Received (B) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Losses / Adjustments (C)"
Mokandoh CHP,September 2020,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Dispensed (D)",19.0,<=,0.0,"LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Opening Balance (A) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mcg, Tab, Cycle - Quantity Received (B) + LMIS_REP_H Progesterone-Only (Microlut) Levonorgestrel 30mc"
Mokanji CHC,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline  - Quantity Dispensed (D)",31.0,<=,0.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Losses / Adjustments (C)"
Mokanji CHC,September 2020,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Dispensed (D)",30.0,<=,0.0,"LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Opening Balance (A) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp  - Quantity Received (B) + LMIS_EM&CONS Gentamicin 40mg/ml, Inj, 2ml, Amp - Losses / Adjustments (C)"
Mokanji CHC,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot  - Quantity Recei"
Mokanji CHC,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D)",200.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Losses / Adjustments (C)"
Mokanji CHC,September 2020,"LMIS_EM&CONS Albendazole 400mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Albendazole 400mg, Tab  - Quantity Dispensed (D)",200.0,<=,0.0,"LMIS_EM&CONS Albendazole 400mg, Tab - Opening Balance (A) + LMIS_EM&CONS Albendazole 400mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Albendazole 400mg, Tab - Losses / Adjustments (C)"
Mokanji CHC,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Determine - Losses / Adjustments (C)"
Mokassie CHP,September 2020,"LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair - Opening Balance (A) + LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair  - Quantity Received (B) + LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair - Loss"
Mokassie CHP,September 2020,"LMIS_REP_H Condom, Male - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Male - Quantity Dispensed (D)",10.0,<=,8.0,"LMIS_REP_H Condom, Male - Opening Balance (A) + LMIS_REP_H Condom, Male - Quantity Received (B) + LMIS_REP_H Condom, Male - Losses / Adjustments (C)"
Mokassie CHP,September 2020,"LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs - Opening Balance (A) + LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs  - Quantity Received (B) + LMIS_EM&CONS Cannula, IV, 20G, Short, Sterile, Disposable, Pcs - Losses / Adju"
Mokassie CHP,September 2020,"LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS IV Giving Set, Pcs - Opening Balance (A) + LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Received (B) + LMIS_EM&CONS IV Giving Set, Pcs - Losses / Adjustments (C)"
Mokassie CHP,September 2020,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D) Validation",Medium,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D)",37.0,<=,0.0,"Vitamin A 200,000 IU (Red), Cap - Opening Balance (A) + Vitamin A 200,000 IU (Red), Cap - Quantity Received (B) + Vitamin A 200,000 IU (Red), Cap - Losses / Adjustments (C)"
Mokassie CHP,September 2020,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Dispensed (D)",60.0,<=,0.0,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab - Losses / Adjustments (C)"
Mokassie CHP,September 2020,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D) Validation",Medium,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D)",20.0,<=,0.0,"Vitamin A 100,000 IU (Blue), Caps - Opening Balance (A) + Vitamin A 100,000 IU (Blue), Caps - Quantity Received (B) + Vitamin A 100,000 IU (Blue), Caps - Losses / Adjustments (C)"
Mokassie CHP,September 2020,"LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Quantity Dispensed (D)",13.0,<=,0.0,"LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Opening Balance (A) + LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Quantity Received (B) + LMIS_MAL Sulphadoxine & Pyrimethamine 500mg & 25mg, Tab - Losses / Adjustments (C)"
Mokassie CHP,September 2020,Plumpy Nuts (OTP) - Quantity Dispensed (D) Validation,Medium,Plumpy Nuts (OTP) - Quantity Dispensed (D),375.0,<=,0.0,Plumpy Nuts (OTP) - Opening Balance (A) + Plumpy Nuts (OTP) - Quantity Received (B) + Plumpy Nuts (OTP) - Losses / Adjustments (C)
Mokassie CHP,September 2020,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Dispensed (D)",200.0,<=,0.0,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs - Opening Balance (A) + LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Received (B) + LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, P"
Mokassie CHP,September 2020,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Opening Balance (A) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Received (B) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Losses / A"
Mokassie CHP,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),3.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Mokassie CHP,September 2020,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D)",180.0,<=,0.0,"LMIS_EM&CONS Ibuprofen 400mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ibuprofen 400mg, Tab - Losses / Adjustments (C)"
Mokassie CHP,September 2020,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),6.0,<=,0.0,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C
Mokassie CHP,September 2020,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D)",42.0,<=,0.0,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Opening Balance (A) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Received (B) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Losses / Adjustments (C)"
Mokassie CHP,September 2020,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Dispensed (D)",150.0,<=,0.0,"LMIS_EM&CONS Syringe, Luer, 5ml, Disposable - Opening Balance (A) + LMIS_EM&CONS Syringe, Luer, 5ml, Disposable  - Quantity Received (B) + LMIS_EM&CONS Syringe, Luer, 5ml, Disposable - Losses / Adjustments (C)"
Mokassie CHP,September 2020,"LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab  - Quantity Dispensed (D)",60.0,<=,0.0,"LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab - Opening Balance (A) + LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab  - Quantity Received (B) + LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300"
Mokassie CHP,September 2020,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D)",700.0,<=,0.0,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Losses / Adjustments (C)"
Mokassie CHP,September 2020,"LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll - Opening Balance (A) + LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll  - Quantity Received (B) + LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll - Losses / Adjustments (C)"
Mokassie CHP,September 2020,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D) Validation,Medium,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D),40.0,<=,25.0,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Opening Balance (A) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Received (B) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Losses / Adjustments (C)
Mokelleh CHC,September 2020,"LMIS_REP_H Condom, Male - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Male - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_REP_H Condom, Male - Opening Balance (A) + LMIS_REP_H Condom, Male - Quantity Received (B) + LMIS_REP_H Condom, Male - Losses / Adjustments (C)"
Mokelleh CHC,September 2020,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D) Validation",Medium,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D)",25.0,<=,0.0,"Vitamin A 200,000 IU (Red), Cap - Opening Balance (A) + Vitamin A 200,000 IU (Red), Cap - Quantity Received (B) + Vitamin A 200,000 IU (Red), Cap - Losses / Adjustments (C)"
Mokelleh CHC,September 2020,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D) Validation",Medium,"Vitamin A 100,000 IU (Blue), Caps - Quantity Dispensed (D)",10.0,<=,0.0,"Vitamin A 100,000 IU (Blue), Caps - Opening Balance (A) + Vitamin A 100,000 IU (Blue), Caps - Quantity Received (B) + Vitamin A 100,000 IU (Blue), Caps - Losses / Adjustments (C)"
Mokonbetty MCHP,September 2020,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D)",14.0,<=,0.0,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Opening Balance (A) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Received (B) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Losses / Ad"
Mokonbetty MCHP,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),2.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Mokonbetty MCHP,September 2020,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D)",270.0,<=,0.0,"LMIS_EM&CONS Methyldopa 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Methyldopa 250mg, Tab - Losses / Adjustments (C)"
Mokorewa MCHP,September 2020,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Dispensed (D)",5.0,<=,0.0,"LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Zinc Sulphate 20mg, Dispersible, Tab - Losses / Adjustments (C)"
Mokorewa MCHP,September 2020,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Opening Balance (A) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp  - Quantity Received (B) + LMIS_EM&CONS Oxytocin 10IU, Inj, Amp - Losses / Adjustments (C)"
Mokorewa MCHP,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 500mg, Tab - Losses / Adjustments (C)"
Mokorewa MCHP,September 2020,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D)",578.0,<=,0.0,"LMIS_EM&CONS Metronidazole 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Metronidazole 250mg, Tab - Losses / Adjustments (C)"
Mokorewa MCHP,September 2020,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D)",200.0,<=,0.0,"LMIS_EM&CONS Ibuprofen 400mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ibuprofen 400mg, Tab - Losses / Adjustments (C)"
Mokorewa MCHP,September 2020,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons - Opening Balance (A) + LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Received (B) + LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Es"
Mokorewa MCHP,September 2020,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Dispensed (D)",150.0,<=,0.0,"LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Paracetamol (Acetaminophen) 250mg, Dispersible, Tab - Losses"
Mokorewa MCHP,September 2020,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Dispensed (D)",5.0,<=,0.0,"LMIS_EM&CONS Surgical Spirit 98%, Solution - Opening Balance (A) + LMIS_EM&CONS Surgical Spirit 98%, Solution  - Quantity Received (B) + LMIS_EM&CONS Surgical Spirit 98%, Solution - Losses / Adjustments (C)"
Mokorewa MCHP,September 2020,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D)",24.0,<=,0.0,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Opening Balance (A) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Received (B) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Losses / Adjustments (C)"
Mokotawa CHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D)",13.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Losses / Adjustme"
Mokotawa CHP,September 2020,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Dispensed (D)",3.0,<=,0.0,"LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Opening Balance (A) + LMIS_REP_H Ethinylestradiol & Levonorgestrel (Microgynon 30) 30mcg & 150mcg, Tab, Cycle - Quantity Received (B) + LMIS_REP_H Ethinylestradiol &"
Mokotawa CHP,September 2020,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D) Validation",Medium,"Vitamin A 200,000 IU (Red), Cap - Quantity Dispensed (D)",20.0,<=,0.0,"Vitamin A 200,000 IU (Red), Cap - Opening Balance (A) + Vitamin A 200,000 IU (Red), Cap - Quantity Received (B) + Vitamin A 200,000 IU (Red), Cap - Losses / Adjustments (C)"
Mokotawa CHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D)",34.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Losses / Adjus"
